CLO_0031501	BFO_0000086	PATO_0000384
PR_Q6W2J9-2	RO_0002160	NCBITaxon_9606
158471	RO_0002160	NCBITaxon_9606
PR_Q96NZ8	RO_0002160	NCBITaxon_9606
PR_Q9H3H5-2	RO_0002160	NCBITaxon_9606
PR_E2RYF7	RO_0002160	NCBITaxon_9606
CHEBI_17043	has_parent_hydride	CHEBI_17097
PR_Q9BQ51	has_gene_template	80380
CHEBI_73487	has_functional_parent	CHEBI_16828
PR_Q86XK3	RO_0002160	NCBITaxon_9606
UBERON_0000004	RO_0002216	GO_0007608
1020	RO_0002160	NCBITaxon_9606
55898	RO_0002160	NCBITaxon_9606
CLO_0014876	BFO_0000086	PATO_0000384
VO_0010721	BFO_0000051	VO_0000930
PR_Q8NGA0	RO_0002160	NCBITaxon_9606
GO_1905634	RO_0002211	GO_0071168
CHEBI_27410	RO_0000087	CHEBI_25212
CHEBI_74682	RO_0000087	CHEBI_25212
GO_1905569	RO_0002212	GO_0031169
Common_iliac_artery	BFO_0000082	EFO_0002805
GO_0045938	RO_0002213	GO_0050802
CLO_0032464	RO_0001000	
CLO_0034513	BFO_0000086	PATO_0000383
UBERON_0014370	BFO_0000050	UBERON_0000411
PR_000047278	RO_0002160	NCBITaxon_9606
PR_Q8IX21-2	RO_0002160	NCBITaxon_9606
PR_Q0VAA2	RO_0002160	NCBITaxon_9606
PR_Q96B36-3	RO_0002160	NCBITaxon_9606
PR_Q9C0H9	RO_0002160	NCBITaxon_9606
CHEBI_15536	has_functional_parent	CHEBI_15346
PR_Q06190	RO_0002160	NCBITaxon_9606
CHEBI_77734	is_conjugate_base_of	CHEBI_77737
CHEBI_133632	has_functional_parent	CHEBI_82838
CHEBI_142552	BFO_0000051	CHEBI_142548
CLO_0010164	RO_0001000	
CHEBI_82967	is_conjugate_acid_of	CHEBI_79021
CHEBI_27888	RO_0000087	CHEBI_23357
PR_O00182	RO_0002160	NCBITaxon_9606
CHEBI_18051	is_conjugate_acid_of	CHEBI_13086
PR_P53355-3	RO_0002160	NCBITaxon_9606
CLO_0017009	CLO_0000179	EFO_0002508
PR_O94822-1	RO_0002160	NCBITaxon_9606
UBERON_0000005	RO_0002215	GO_0007606
PR_P09884	RO_0002160	NCBITaxon_9606
PR_Q8N6G5-2	RO_0002160	NCBITaxon_9606
PR_Q7Z5Q1	has_gene_template	132864
CLO_0012239	BFO_0000086	PATO_0000384
GO_0038162	BFO_0000050	GO_0036018
CHEBI_144983	BFO_0000051	CHEBI_144607
PR_Q9H8G2-1	RO_0002160	NCBITaxon_9606
PR_O00444-1	RO_0002160	NCBITaxon_9606
PR_O60243-2	RO_0002160	NCBITaxon_9606
GO_0050685	RO_0002213	GO_0006397
